2023/12/22 23:29:04:382 	Total Order Loaded 3889
2023/12/22 23:42:05:922 	R F Client {"type":"loginbytoken","logintoken":"1001:50de353a8b1cd849918862ff7dd2c628-23:36:20:177!~o!1001!~o!122.161.52.99!~o!1703268380"}
2023/12/22 23:42:05:922 	Client RegesteredID:: Login Status 0
2023/12/22 23:42:05:923 	Going to lock client lock loginbytoken
2023/12/22 23:42:05:923 	Client lock locked
2023/12/22 23:42:05:923 	Exit from client lock
2023/12/22 23:42:05:923 	New Key Created loginbytoken Validated 1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923
2023/12/22 23:42:05:923 	U122
2023/12/22 23:42:05:923 	123
2023/12/22 23:42:05:926 	Going to enter in critical section
2023/12/22 23:42:05:927 	Entered in critical section
2023/12/22 23:42:06:140 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:42:06:140 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:42:06:140 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923 Login Status 1
2023/12/22 23:42:06:140 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:42:06:141 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:42:06:141 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923 Login Status 1
2023/12/22 23:42:06:307 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:42:06:307 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:42:06:307 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923 Login Status 1
2023/12/22 23:42:06:310 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:42:06:310 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:42:06:310 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923 Login Status 1
2023/12/22 23:42:06:311 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:42:06:311 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:42:06:311 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923 Login Status 1
2023/12/22 23:42:06:311 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:42:06:311 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:42:06:312 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923 Login Status 1
2023/12/22 23:42:06:479 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:42:06:479 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:42:06:479 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923 Login Status 1
2023/12/22 23:42:06:481 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLOR_THEMES","loginUser":"1001"}}
2023/12/22 23:42:06:481 	R F Client {"type":"FETCH_COLOR_THEMES","loginUser":"1001"}
2023/12/22 23:42:06:481 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923 Login Status 1
2023/12/22 23:42:06:483 	O R F Client {"typeandloginrequest":{"type":"FETCH_SELECTED_THEME","loginUser":"1001"}}
2023/12/22 23:42:06:483 	R F Client {"type":"FETCH_SELECTED_THEME","loginUser":"1001"}
2023/12/22 23:42:06:483 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923 Login Status 1
2023/12/22 23:42:06:484 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:42:06:484 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:42:06:484 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923 Login Status 1
2023/12/22 23:42:06:728 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:42:06:728 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:42:06:728 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923 Login Status 1
2023/12/22 23:42:07:881 	O R F Client {}
2023/12/22 23:42:07:881 	R F Client {}
2023/12/22 23:42:07:881 	Going to delete client For Key 1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923
2023/12/22 23:42:07:881 	Going to trminate thread 1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923
2023/12/22 23:42:08:082 	Client thread trminated 1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923
2023/12/22 23:42:08:082 	Call app_on_session_close 1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923
2023/12/22 23:42:08:082 	Client Removed From Client Context
2023/12/22 23:42:08:082 	Call app_on_session_close Finished 1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923
2023/12/22 23:42:08:083 	Client deleted 1001:50de353a8b1cd849918862ff7dd2c628-23:42:05:923
2023/12/22 23:42:09:386 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"1972d2c8-6733-40fa-927d-4694fa9a01ee"}}
2023/12/22 23:42:09:386 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"1972d2c8-6733-40fa-927d-4694fa9a01ee"}
2023/12/22 23:42:09:386 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:42:11:452 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"2ebf0231-f929-40e3-a74f-707e71809e95"}}
2023/12/22 23:42:11:452 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"2ebf0231-f929-40e3-a74f-707e71809e95"}
2023/12/22 23:42:11:452 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:42:13:535 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"4f14a2fa-8c2d-4cbf-ba5e-b9f31c141a2a"}}
2023/12/22 23:42:13:535 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"4f14a2fa-8c2d-4cbf-ba5e-b9f31c141a2a"}
2023/12/22 23:42:13:535 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:42:15:513 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"ece33714-f888-4f08-843b-7cebe44d9364"}}
2023/12/22 23:42:15:513 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"ece33714-f888-4f08-843b-7cebe44d9364"}
2023/12/22 23:42:15:513 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:42:24:033 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"1972d2c8-6733-40fa-927d-4694fa9a01ee"}}
2023/12/22 23:42:24:033 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"1972d2c8-6733-40fa-927d-4694fa9a01ee"}
2023/12/22 23:42:24:033 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:43:34:502 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:43:34:503 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:43:34:503 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:43:34:503 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}}
2023/12/22 23:43:34:503 	R F Client {"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}
2023/12/22 23:43:34:504 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:43:34:533 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:43:34:533 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:43:34:533 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:43:34:534 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:43:34:534 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:43:34:534 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:44:33:009 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:44:33:010 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:44:33:010 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:44:33:010 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:44:33:010 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:44:33:011 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:44:33:031 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:44:33:031 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:44:33:031 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:44:33:032 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:44:33:032 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:44:33:032 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:45:05:732 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl"],"loginUser":"1001"}}
2023/12/22 23:45:05:732 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl"],"loginUser":"1001"}
2023/12/22 23:45:05:732 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:45:05:733 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:45:05:733 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:45:05:733 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:45:05:750 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl"],"loginUser":"1001"}}
2023/12/22 23:45:05:750 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl"],"loginUser":"1001"}
2023/12/22 23:45:05:750 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:45:05:751 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:45:05:751 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:45:05:751 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:45:23:019 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:45:23:019 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:45:23:019 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:45:23:020 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:45:23:020 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:45:23:020 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:08:205 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage"],"loginUser":"1001"}}
2023/12/22 23:47:08:205 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage"],"loginUser":"1001"}
2023/12/22 23:47:08:205 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:08:206 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:47:08:206 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:47:08:206 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:08:225 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage"],"loginUser":"1001"}}
2023/12/22 23:47:08:225 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage"],"loginUser":"1001"}
2023/12/22 23:47:08:225 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:08:226 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:47:08:226 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:47:08:226 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:32:197 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"ece33714-f888-4f08-843b-7cebe44d9364"}}
2023/12/22 23:47:32:197 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"ece33714-f888-4f08-843b-7cebe44d9364"}
2023/12/22 23:47:32:197 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:36:334 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"8d38fe32-d4e6-4a47-bc01-46e97cd7cfad"}}
2023/12/22 23:47:36:334 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"8d38fe32-d4e6-4a47-bc01-46e97cd7cfad"}
2023/12/22 23:47:36:334 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:36:742 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}}
2023/12/22 23:47:36:743 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}
2023/12/22 23:47:36:743 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:36:743 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:47:36:744 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:47:36:744 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:36:895 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}}
2023/12/22 23:47:36:895 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}
2023/12/22 23:47:36:896 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:36:896 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:47:36:896 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:47:36:896 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:37:069 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}}
2023/12/22 23:47:37:069 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}
2023/12/22 23:47:37:069 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:37:070 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:47:37:070 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:47:37:070 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:37:220 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}}
2023/12/22 23:47:37:221 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}
2023/12/22 23:47:37:221 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:37:221 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:47:37:222 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:47:37:222 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:37:298 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}}
2023/12/22 23:47:37:298 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}
2023/12/22 23:47:37:299 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:37:300 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:47:37:300 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:47:37:300 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:47:37:300 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","volume","subbrokervolume","brokervolume","companyvolume","previousvolume","difference","clientfloatingpl","brokerfloatingpl","subbrokerfloatingpl","companyfloatingpl","clientplnet","brokerplnet","subbrokerplnet","companyplnet","clientbalance","clientgrossamount","clientbrokerage","subbroker","broker"],"loginUser":"1001"}}
